K5b, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 0.00, 1.48, 2.69, 4.44, 5.92, 7.40, 8.88, 10.36, 11.84, 13.32, 14.80, 16.28, 17.76, 19.23, 20.71, 22.19, 23.67, 25.15, 26.63, 28.11, 29.59, 31.07, 32.55, 34.03, 35.51, 36.99, 38.47, 39.95, 41.43, 42.91, 44.39, 45.87, 47.35, 48.83, 50.31, 51.79, 53.27, 54.74, 56.22, 57.70, 59.18, 60.66, 62.14, 63.62, 65.10, 66.58, 68.06, 69.54, 71.02, 72.50, 73.98, 75.46, 76.94, 78.42, 79.90, 81.38, 82.86, 84.34, 85.82, 87.30, 88.78, 90.26, 91.73, 93.21, 94.69, 96.17, 97.65, 99.13, 100.61, 102.09, 103.57, 105.05, 106.53, 108.01, 109.49, 110.97, 112.45, 113.93, 115.41, 116.89, 118.37, 119.85, 121.33, 122.81, 124.29, 125.77, 127.24, 128.72, 130.20, 131.68, 133.16, 134.64, 136.12, 137.60, 139.08, 140.56, 142.04, 143.52, 145.00
###
K5c, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 90.00, 89.08, 88.16, 87.24, 86.33, 85.41, 84.49, 83.57, 82.65, 81.73, 80.82, 79.90, 78.98, 78.06, 77.14, 76.22, 75.31, 74.39, 73.47, 72.55, 71.63, 70.71, 69.80, 68.88, 67.96, 67.04, 66.12, 65.20, 64.29, 63.37, 62.45, 61.53, 60.61, 59.69, 58.78, 57.86, 56.94, 56.02, 55.10, 54.18, 53.27, 52.35, 51.43, 50.51, 49.59, 48.67, 47.76, 46.84, 45.92, 45.00, 44.08, 43.16, 42.24, 41.33, 40.41, 39.49, 38.57, 37.65, 36.73, 35.82, 34.90, 33.98, 33.06, 32.14, 31.22, 30.31, 29.39, 28.47, 27.55, 26.63, 25.71, 24.80, 23.88, 22.96, 22.04, 21.12, 20.20, 19.29, 18.37, 17.45, 16.53, 15.61, 14.69, 13.78, 12.86, 11.94, 11.02, 10.10, 9.19, 8.27, 7.35, 6.43, 5.51, 4.59, 3.67, 2.76, 1.84, 0.92, 0.00
###
K5d, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 90.00, 89.08, 88.16, 87.24, 86.33, 85.41, 84.49, 83.57, 82.65, 81.73, 80.82, 79.90, 78.98, 78.06, 77.14, 76.22, 75.31, 74.39, 73.47, 72.55, 71.63, 70.71, 69.80, 68.88, 67.96, 67.04, 66.12, 65.20, 64.29, 63.37, 62.45, 61.53, 60.61, 59.69, 58.78, 57.86, 56.94, 56.02, 55.10, 54.18, 53.27, 52.35, 51.43, 50.51, 49.59, 48.67, 47.76, 46.84, 45.92, 45.00, 44.08, 43.16, 42.24, 41.33, 40.41, 39.49, 38.57, 37.65, 36.73, 35.82, 34.90, 33.98, 33.06, 32.14, 31.22, 30.31, 29.39, 28.47, 27.55, 26.63, 25.71, 24.80, 23.88, 22.96, 22.04, 21.12, 20.20, 19.29, 18.37, 17.45, 16.53, 15.61, 14.69, 13.78, 12.86, 11.94, 11.02, 10.10, 9.19, 8.27, 7.35, 6.43, 5.51, 4.59, 3.67, 2.76, 1.84, 0.92, 0.00
###
K6a, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 90.00, 89.08, 88.16, 87.24, 86.33, 85.41, 84.49, 83.57, 82.65, 81.73, 80.82, 79.90, 78.98, 78.06, 77.14, 76.22, 75.31, 74.39, 73.47, 72.55, 71.63, 70.71, 69.80, 68.88, 67.96, 67.04, 66.12, 65.20, 64.29, 63.37, 62.45, 61.53, 60.61, 59.69, 58.78, 57.86, 56.94, 56.02, 55.10, 54.18, 53.27, 52.35, 51.43, 50.51, 49.59, 48.67, 47.76, 46.84, 45.92, 45.00, 44.08, 43.16, 42.24, 41.33, 40.41, 39.49, 38.57, 37.65, 36.73, 35.82, 34.90, 33.98, 33.06, 32.14, 31.22, 30.31, 29.39, 28.47, 27.55, 26.63, 25.71, 24.80, 23.88, 22.96, 22.04, 21.12, 20.20, 19.29, 18.37, 17.45, 16.53, 15.61, 14.69, 13.78, 12.86, 11.94, 11.02, 10.10, 9.19, 8.27, 7.35, 6.43, 5.51, 4.59, 3.67, 2.76, 1.84, 0.92, 0.00
###
K6b, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 70.00, 69.29, 68.57, 67.86, 67.14, 66.43, 65.71, 65.00, 64.29, 63.57, 62.86, 62.14, 61.43, 60.71, 60.00, 59.29, 58.57, 57.86, 57.14, 56.43, 55.71, 55.00, 54.29, 53.57, 52.86, 52.14, 51.43, 50.71, 50.00, 49.29, 48.57, 47.86, 47.14, 46.43, 45.71, 45.00, 44.29, 43.57, 42.86, 42.14, 41.43, 40.71, 40.00, 39.29, 38.57, 37.86, 37.14, 36.43, 35.71, 35.00, 34.29, 33.57, 32.86, 32.14, 31.43, 30.71, 30.00, 29.29, 28.57, 27.86, 27.14, 26.43, 25.71, 25.00, 24.29, 23.57, 22.86, 22.14, 21.43, 20.71, 20.00, 19.29, 18.57, 17.86, 17.14, 16.43, 15.71, 15.00, 14.29, 13.57, 12.86, 12.14, 11.43, 10.71, 10.00, 9.29, 8.57, 7.86, 7.14, 6.43, 5.71, 5.00, 4.29, 3.57, 2.86, 2.14, 1.43, 0.71, 0.00
###
K7a, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
