20-70, 50.00, 49.49, 48.98, 48.47, 47.96, 47.45, 46.94, 46.43, 45.92, 45.41, 44.90, 44.39, 43.88, 43.37, 42.86, 42.35, 41.84, 41.33, 40.82, 40.31, 39.80, 39.29, 38.78, 38.27, 37.76, 37.24, 36.73, 36.22, 35.71, 35.20, 34.69, 34.18, 33.67, 33.16, 32.65, 32.14, 31.63, 31.12, 30.61, 30.10, 29.59, 29.08, 28.57, 28.06, 27.55, 27.04, 26.53, 26.02, 25.51, 25.00, 24.49, 23.98, 23.47, 22.96, 22.45, 21.94, 21.43, 20.92, 20.41, 19.90, 19.39, 18.88, 18.37, 17.86, 17.35, 16.84, 16.33, 15.82, 15.31, 14.80, 14.29, 13.78, 13.27, 12.76, 12.24, 11.73, 11.22, 10.71, 10.20, 9.69, 9.18, 8.67, 8.16, 7.65, 7.14, 6.63, 6.12, 5.61, 5.10, 4.59, 4.08, 3.57, 3.06, 2.55, 2.04, 1.53, 1.02, 0.51, 0.00
###
K7b, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 20.00, 19.80, 19.59, 19.39, 19.18, 18.98, 18.78, 18.57, 18.37, 18.16, 17.96, 17.76, 17.55, 17.35, 17.14, 16.94, 16.73, 16.53, 16.33, 16.12, 15.92, 15.71, 15.51, 15.31, 15.10, 14.90, 14.69, 14.49, 14.29, 14.08, 13.88, 13.67, 13.47, 13.27, 13.06, 12.86, 12.65, 12.45, 12.24, 12.04, 11.84, 11.63, 11.43, 11.22, 11.02, 10.82, 10.61, 10.41, 10.20, 10.00, 9.80, 9.59, 9.39, 9.18, 8.98, 8.78, 8.57, 8.37, 8.16, 7.96, 7.76, 7.55, 7.35, 7.14, 6.94, 6.73, 6.53, 6.33, 6.12, 5.92, 5.71, 5.51, 5.31, 5.10, 4.90, 4.69, 4.49, 4.29, 4.08, 3.88, 3.67, 3.47, 3.27, 3.06, 2.86, 2.65, 2.45, 2.24, 2.04, 1.84, 1.63, 1.43, 1.22, 1.02, 0.82, 0.61, 0.41, 0.20, 0.00
###
K8a, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 90.00, 89.08, 88.16, 87.24, 86.33, 85.41, 84.49, 83.57, 82.65, 81.73, 80.82, 79.90, 78.98, 78.06, 77.14, 76.22, 75.31, 74.39, 73.47, 72.55, 71.63, 70.71, 69.80, 68.88, 67.96, 67.04, 66.12, 65.20, 64.29, 63.37, 62.45, 61.53, 60.61, 59.69, 58.78, 57.86, 56.94, 56.02, 55.10, 54.18, 53.27, 52.35, 51.43, 50.51, 49.59, 48.67, 47.76, 46.84, 45.92, 45.00, 44.08, 43.16, 42.24, 41.33, 40.41, 39.49, 38.57, 37.65, 36.73, 35.82, 34.90, 33.98, 33.06, 32.14, 31.22, 30.31, 29.39, 28.47, 27.55, 26.63, 25.71, 24.80, 23.88, 22.96, 22.04, 21.12, 20.20, 19.29, 18.37, 17.45, 16.53, 15.61, 14.69, 13.78, 12.86, 11.94, 11.02, 10.10, 9.19, 8.27, 7.35, 6.43, 5.51, 4.59, 3.67, 2.76, 1.84, 0.92, 0.00
###
K8b, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 70.00, 69.29, 68.57, 67.86, 67.14, 66.43, 65.71, 65.00, 64.29, 63.57, 62.86, 62.14, 61.43, 60.71, 60.00, 59.29, 58.57, 57.86, 57.14, 56.43, 55.71, 55.00, 54.29, 53.57, 52.86, 52.14, 51.43, 50.71, 50.00, 49.29, 48.57, 47.86, 47.14, 46.43, 45.71, 45.00, 44.29, 43.57, 42.86, 42.14, 41.43, 40.71, 40.00, 39.29, 38.57, 37.86, 37.14, 36.43, 35.71, 35.00, 34.29, 33.57, 32.86, 32.14, 31.43, 30.71, 30.00, 29.29, 28.57, 27.86, 27.14, 26.43, 25.71, 25.00, 24.29, 23.57, 22.86, 22.14, 21.43, 20.71, 20.00, 19.29, 18.57, 17.86, 17.14, 16.43, 15.71, 15.00, 14.29, 13.57, 12.86, 12.14, 11.43, 10.71, 10.00, 9.29, 8.57, 7.86, 7.14, 6.43, 5.71, 5.00, 4.29, 3.57, 2.86, 2.14, 1.43, 0.71, 0.00
###
K8c, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70, 90.00, 89.08, 88.16, 87.24, 86.33, 85.41, 84.49, 83.57, 82.65, 81.73, 80.82, 79.90, 78.98, 78.06, 77.14, 76.22, 75.31, 74.39, 73.47, 72.55, 71.63, 70.71, 69.80, 68.88, 67.96, 67.04, 66.12, 65.20, 64.29, 63.37, 62.45, 61.53, 60.61, 59.69, 58.78, 57.86, 56.94, 56.02, 55.10, 54.18, 53.27, 52.35, 51.43, 50.51, 49.59, 48.67, 47.76, 46.84, 45.92, 45.00, 44.08, 43.16, 42.24, 41.33, 40.41, 39.49, 38.57, 37.65, 36.73, 35.82, 34.90, 33.98, 33.06, 32.14, 31.22, 30.31, 29.39, 28.47, 27.55, 26.63, 25.71, 24.80, 23.88, 22.96, 22.04, 21.12, 20.20, 19.29, 18.37, 17.45, 16.53, 15.61, 14.69, 13.78, 12.86, 11.94, 11.02, 10.10, 9.19, 8.27, 7.35, 6.43, 5.51, 4.59, 3.67, 2.76, 1.84, 0.92, 0.00
