F1, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
60-69, 30.112, 29.934, 29.756, 29.578, 29.4, 28.92, 28.44, 27.96, 27.48, 27, 26.72, 26.44, 26.16, 25.88, 25.6, 25.4, 25.2, 25, 24.8, 24.6, 24.44, 24.28, 24.12, 23.96, 23.8, 23.66, 23.52, 23.38, 23.24, 23.1, 22.88, 22.66, 22.44, 22.22, 22, 21.84, 21.68, 21.52, 21.36, 21.2, 21.06, 20.92, 20.78, 20.64, 20.5, 20.4, 20.3, 20.2, 20.1, 20, 19.92, 19.84, 19.76, 19.68, 19.6, 19.46, 19.32, 19.18, 19.04, 18.9, 18.8, 18.7, 18.6, 18.5, 18.4, 18.3, 18.2, 18.1, 18, 17.9, 17.76, 17.62, 17.48, 17.34, 17.2, 17.06, 16.92, 16.78, 16.64, 16.5, 16.32, 16.14, 15.96, 15.78, 15.6, 15.4, 15.2, 15, 14.8, 14.6, 14.36, 14.12, 13.88, 13.64, 13.4, 13.222, 13.044, 12.866, 12.688 
###
F4, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-29, 55, 53.8, 52.6, 51.4, 50.2, 49.66, 49.12, 48.48, 48.04, 47.5, 47.06, 46.62, 46.18, 45.74, 45.3, 45.04, 44.78, 44.52, 44.26, 44, 43.88, 43.76, 43.64, 43.52, 43.4, 42.94, 42.48, 42.02, 41.56, 41.1, 41, 40.9, 40.8, 40.7, 40.6, 40.38, 40.16, 39.94, 39.72, 39.5, 39.22, 38.94, 38.66, 38.38, 38.1, 37.96, 37.82, 37.68, 37.54, 37.4, 37.26, 37.12, 36.98, 36.84, 36.7, 36.46, 36.22, 35.98, 35.74, 35.5, 35.32, 35.14, 34.96, 34.78, 34.6, 34.44, 34.28, 34.12, 33.96, 33.8, 33.52, 33.24, 32.96, 32.68, 32.4, 32.24, 32.08, 31.92, 31.76, 31.6, 31.38, 31.16, 30.94, 30.72, 30.5, 30.28, 30.06, 29.84, 29.62, 29.4, 28.8, 28.2, 27.6, 27, 26.4, 25.45, 24.5, 23.55, 22.6
30-39, 52.5, 51.1, 49.7, 48.3, 46.9, 46.46, 46.02, 45.58, 45.14, 44.7, 44.26, 43.82, 43.38, 42.94, 42.5, 42.2, 41.9, 41.6, 41.3, 41, 40.86, 40.72, 40.58, 40.44, 40.3, 40, 39.7, 39.4, 39.1, 38.8, 38.66, 38.52, 38.38, 38.24, 38.1, 37.82, 37.54, 37.26, 36.98, 36.7, 36.56, 36.42, 36.28, 36.14, 36, 35.84, 35.68, 35.52, 35.36, 35.2, 35.06, 34.92, 34.78, 34.64, 34.5, 34.36, 34.22, 34.08, 33.94, 33.8, 33.52, 33.24, 32.96, 32.68, 32.4, 32.38, 32.36, 32.34, 32.32, 32.3, 32.02, 31.74, 31.46, 31.18, 30.9, 30.7, 30.5, 30.3, 30.1, 29.9, 29.7, 29.5, 21.3, 21.1, 28.9, 28.6, 28.3, 28, 27.7, 27.4, 27.02, 26.64, 26.26, 25.88, 25.5, 24.8, 24.1, 23.4, 22.7
40-49, 51.1, 49.625, 48.15, 46.675, 45.2, 44.64, 44.08, 43.52, 42.96, 42.4, 41.92, 41.44, 40.96, 40.48, 40, 39.78, 39.56, 39.34, 39.12, 38.9, 38.74, 38.58, 38.42, 38.26, 38.1, 37.82, 37.54, 37.26, 36.98, 36.7, 36.48, 36.26, 36.04, 35.82, 35.6, 35.5, 35.4, 35.3, 35.2, 35.1, 34.84, 34.58, 34.32, 34.06, 33.8, 33.7, 33.6, 33.5, 33.4, 33.3, 33.1, 32.9, 32.7, 32.5, 32.3, 32.16, 32.02, 31.88, 31.74, 31.6, 31.46, 31.32, 31.18, 31.04, 30.9, 30.66, 30.42, 30.18, 29.92, 29.7, 29.64, 29.58, 29.52, 29.46, 29.4, 29.12, 28.84, 28.56, 28.28, 28, 27.74, 27.38, 27.22, 26.96, 26.7, 26.48, 26.26, 26.04, 25.82, 25.6, 25.3, 25, 24.7, 24.4, 24.1, 23.275, 22.45, 21.625, 20.8
50-59, 45.3, 43.95, 42.6, 41.25, 39.9, 39.54, 39.18, 38.82, 38.46, 38.1, 37.82, 37.54, 37.26, 36.98, 36.7, 36.4, 36.1, 35.8, 35.5, 35.2, 34.98, 34.76, 34.54, 34.32, 34.1, 33.86, 33.62, 33.38, 33.14, 32.9, 32.78, 32.66, 32.54, 32.42, 32.3, 32.12, 31.94, 31.76, 31.58, 31.4, 31.3, 31.2, 31.1, 31, 30.9, 30.76, 30.62, 30.48, 30.34, 30.2, 30.04, 29.88, 29.72, 29.56, 29.4, 29.26, 29.12, 28.98, 28.84, 28.7, 28.56, 28.42, 28.28, 28.14, 28, 27.86, 27.72, 27.58, 27.44, 27.3, 27.16, 27.02, 26.88, 26.74, 26.6, 26.38, 26.16, 25.94, 25.72, 25.5, 25.32, 25.14, 24.96, 24.78, 24.6, 24.42, 24.24, 24.06, 23.88, 23.7, 23.34, 22.98, 22.62, 22.26, 21.9, 21.25, 20.6, 19.95, 19.3
60-69, 42.4, 41.025, 39.65, 38.275, 36.9, 36.44, 35.98, 35.52, 35.06, 34.6, 34.28, 33.96, 33.64, 33.32, 33, 32.86, 32.72, 32.58, 32.44, 32.3, 32.04, 31.78, 31.52, 31.26, 31, 30.84, 30.68, 30.52, 30.36, 30.2, 30.04, 29.88, 29.72, 29.56, 29.4, 29.34, 29.28, 29.22, 29.16, 29.1, 28.94, 28.78, 28.62, 28.46, 28.3, 28.14, 27.98, 27.82, 27.66, 27.5, 27.38, 27.26, 27.14, 27.02, 26.9, 26.84, 26.78, 26.72, 26.66, 26.6, 26.36, 26.12, 25.88, 25.64, 25.4, 25.3, 25.2, 25.1, 25, 24.9, 24.76, 24.62, 24.48, 24.34, 24.2, 24.1, 24, 23.9, 23.8, 23.7, 23.52, 23.34, 23.16, 22.98, 22.8, 22.58, 22.36, 22.14, 21.92, 21.7, 21.38, 21.06, 20.74, 20.42, 20.1, 19.6, 19.1, 18.6, 18.1
70-79, 42.4, 40.975, 39.55, 38.125, 36.7, 36.06, 35.42, 34.78, 34.14, 33.5, 33.2, 32.9, 32.6, 32.3, 32, 31.64, 31.28, 30.92, 30.56, 30.2, 30.04, 29.88, 29.72, 29.56, 29.4, 29.2, 29, 28.8, 28.6, 28.4, 28.24, 28.08, 27.92, 27.76, 27.6, 27.4, 27.2, 27, 26.8, 26.6, 26.48, 26.36, 26.24, 26.12, 26, 25.82, 25.64, 25.46, 25.28, 25.1, 25, 24.9, 24.8, 24.7, 24.6, 24.44, 24.28, 24.12, 23.96, 23.8, 23.62, 23.44, 23.26, 23.08, 22.9, 22.76, 22.62, 22.48, 22.34, 22.2, 22.14, 22.08, 22.02, 21.96, 21.9, 21.76, 21.62, 21.48, 21.34, 21.2, 21.12, 21.04, 20.96, 20.88, 20.8, 20.5, 20.2, 19.9, 19.6, 19.3, 19.02, 18.74, 18.46, 18.18, 17.9, 17.53, 17.15, 16.78, 16.4
###
G2, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1
20-70,  18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 17.9

